Station,Trafic,Année,Trafic_Année_Précedente,Réseau_Métro,Réseau_RER
SAINT-MARCEL,2260458,2016,2205398.0,1,0
SULLY-MORLAND,1513782,2016,1472158.0,1,0
NANTERRE-PREFECTURE,22934672,2016,21984721.0,0,1
MARNE-LA-VALLEE-CHESSY,5157016,2016,5246229.0,0,1
SAINT-MAUR-CRETEIL,3564563,2016,3516120.0,0,1
NANTERRE-VILLE,3609052,2016,3447880.0,0,1
PALAISEAU-VILLEBON,923579,2016,885207.0,0,1
LA HACQUINIERE,451954,2016,434450.0,0,1
CHATEAU DE VINCENNES,5581700,2016,5426141.0,1,0
PORTE DE SAINT-CLOUD,5311324,2016,5244402.0,1,0
BASILIQUE DE SAINT-DENIS,4857996,2016,4782355.0,1,0
PEREIRE,4547754,2016,4643622.0,1,0
LAUMIERE,4311908,2016,4422042.0,1,0
RANELAGH,2380218,2016,2346828.0,1,0
LOUVRE,2366043,2016,2050455.0,1,0
MAISON BLANCHE,2085927,2016,2028338.0,1,0
SAINT-SEBASTIEN-FROISSART,1688254,2016,1785413.0,1,0
TEMPLE,1270793,2016,1239969.0,1,0
CITE UNIVERSITAIRE,6911244,2016,6662323.0,0,1
LA CROIX DE BERNY,3158806,2016,2987262.0,0,1
BUSSY-SAINT-GEORGES,2987714,2016,2908666.0,0,1
LES BACONNETS,1806210,2016,1670479.0,0,1
GIF-SUR-YVETTE,766786,2016,735448.0,0,1
MASSY-VERRIERES,611015,2016,586015.0,0,1
CHATELET,13466536,2016,13391819.0,1,0
SAINT-MICHEL,7562865,2016,8072295.0,1,0
CHAUSSEE D'ANTIN-LA FAYETTE,6945565,2016,7395270.0,1,0
MARCADET-POISSONNIERS,7963672,2016,6434442.0,1,0
GALLIENI,5884810,2016,6075015.0,1,0
LES SABLONS,5740806,2016,5795500.0,1,0
BONNE NOUVELLE,4786149,2016,4799450.0,1,0
COLONEL FABIEN,4706560,2016,4644115.0,1,0
DENFERT-ROCHEREAU,4701323,2016,4277194.0,1,0
VICTOR HUGO,3802054,2016,3804427.0,1,0
PORTE DOREE,2760380,2016,2770338.0,1,0
LE PELETIER,2304258,2016,2258174.0,1,0
PORTE DE CHARENTON,2151353,2016,2025127.0,1,0
NOTRE-DAME-DES-CHAMPS,2074698,2016,2016157.0,1,0
BUTTES-CHAUMONT,521634,2016,448126.0,1,0
CHATELET-LES HALLES-RER,26356131,2016,26017693.0,0,1
NOISY-LE-GRAND-MONT D'EST,7862183,2016,7375462.0,0,1
NANTERRE-UNIVERSITE,4501642,2016,4674496.0,0,1
CHATELET,12829472,2017,13466536.0,1,0
BASTILLE,13239442,2017,13225099.0,1,0
ARTS ET METIERS,4026218,2017,3899198.0,1,0
POISSONNIERE,3529368,2017,3528982.0,1,0
LE KREMLIN-BICETRE,4368647,2017,4307422.0,1,0
COUR SAINT-EMILION,6022116,2017,5859214.0,1,0
JULES JOFFRIN,4416975,2017,4344027.0,1,0
GALLIENI,5863396,2017,5884810.0,1,0
NOTRE-DAME-DE-LORETTE,2989683,2017,2794182.0,1,0
MALESHERBES,2633146,2017,2626600.0,1,0
SIMPLON,3083837,2017,3021317.0,1,0
MAUBERT-MUTUALITE,2204329,2017,2260212.0,1,0
PORTE D'ITALIE,2347785,2017,2316136.0,1,0
SOLFERINO,2058280,2017,2243672.0,1,0
CRETEIL-L'ECHAT,2397399,2017,2388835.0,1,0
BOTZARIS,964240,2017,958552.0,1,0
NEUILLY-PLAISANCE,5551528,2017,5390454.0,0,1
ANTONY,6331718,2017,6407808.0,0,1
SAINT-SEBASTIEN-FROISSART,1661453,2017,1688254.0,1,0
ASSEMBLEE NATIONALE,1030686,2017,739282.0,1,0
MABILLON,1853355,2017,1738843.0,1,0
MONCEAU,1698260,2017,1608558.0,1,0
BURES-SUR-YVETTE,742330,2017,714901.0,0,1
LE VESINET-LE PECQ,2135170,2017,2122393.0,0,1
SAINT-LAZARE,47137968,2017,45879586.0,1,0
CONVENTION,5460496,2017,5533112.0,1,0
SEVRES-BABYLONE,5321593,2017,5178469.0,1,0
RICHELIEU-DROUOT,5307462,2017,5157761.0,1,0
LOUIS BLANC,2393010,2017,2419456.0,1,0
NOTRE-DAME-DES-CHAMPS,2150136,2017,2074698.0,1,0
LE PARC DE SAINT-MAUR,2206034,2017,2125885.0,0,1
LA HACQUINIERE,467914,2017,451954.0,0,1
NOGENT-SUR-MARNE,2693622,2017,2704755.0,0,1
SUCY-BONNEUIL,2380266,2017,2298313.0,0,1
CHARLES DE GAULLE-ETOILE-RER,8640591,2017,8404924.0,0,1
SAINT-FARGEAU,715468,2017,742869.0,1,0
ALEXANDRE DUMAS,3676620,2017,3685441.0,1,0
BLANCHE,3997296,2017,3829404.0,1,0
OURCQ,4037796,2017,3985487.0,1,0
HOTEL DE VILLE,11777638,2017,11764439.0,1,0
BIBLIOTHEQUE,18129727,2017,17491541.0,1,0
ESPLANADE DE LA DEFENSE,10148031,2017,10317385.0,1,0
JUSSIEU,4476394,2017,4282997.0,1,0
PASSY,3942219,2017,3835814.0,1,0
PRE-SAINT-GERVAIS,367131,2017,360890.0,1,0
CHEMIN VERT,1415141,2017,1445627.0,1,0
PICPUS,1352984,2017,1313242.0,1,0
NOISY-LE-GRAND-MONT D'EST,8113352,2017,7862183.0,0,1
VAL DE FONTENAY,14444715,2017,12969924.0,0,1
ETIENNE MARCEL,3297216,2017,3131944.0,1,0
VAUGIRARD,3597913,2017,3648085.0,1,0
TERNES,3613687,2017,3616052.0,1,0
LOUISE MICHEL,3626552,2017,3577070.0,1,0
BILLANCOURT,3248451,2017,3105469.0,1,0
AVENUE EMILE ZOLA,1471634,2017,1466777.0,1,0
MOUTON-DUVERNET,1589981,2017,1300317.0,1,0
CHATEAU-LANDON,1756811,2017,1679432.0,1,0
PONT MARIE,1620243,2017,1558885.0,1,0
MAISONS-ALFORT-STADE,1777237,2017,1831297.0,1,0
TRINITE-D'ESTIENNE D'ORVES,1802492,2017,2226802.0,1,0
PORTE DOREE,2715367,2017,2760380.0,1,0
RIQUET,2401771,2017,2391609.0,1,0
MAIRIE D'IVRY,3145774,2017,3102623.0,1,0
PALAISEAU,1067028,2017,1028405.0,0,1
HAVRE-CAUMARTIN,7492542,2017,7356084.0,1,0
VOLTAIRE,4963540,2017,5036297.0,1,0
SAINT-MAUR-CRETEIL,3594971,2017,3564563.0,0,1
PLACE CLICHY,9019721,2017,9024733.0,1,0
TROCADERO,8879431,2017,8351649.0,1,0
COLONEL FABIEN,4752228,2017,4706560.0,1,0
GEORGE V,6184000,2017,5891713.0,1,0
REAUMUR-SEBASTOPOL,4523360,2017,5317006.0,1,0
RUE DE LA POMPE,3121397,2017,3082105.0,1,0
DUGOMMIER,2764845,2017,2694704.0,1,0
COURONNES,2977750,2017,2965420.0,1,0
GIF-SUR-YVETTE,794488,2017,766786.0,0,1
LES BACONNETS,1842189,2017,1806210.0,0,1
AVRON,1960775,2017,1925980.0,1,0
CITE,2191363,2017,2109969.0,1,0
MAISONS-ALFORT-LES JUILLIOTTES,2269171,2017,2196535.0,1,0
VAVIN,2572831,2017,2279221.0,1,0
PORTE DE CHOISY,2853091,2017,3094950.0,1,0
BALARD,5353471,2017,4994071.0,1,0
PONT DE SEVRES,5185440,2017,4980193.0,1,0
PORTE DE CHAMPERRET,3450481,2017,3512664.0,1,0
GAMBETTA,7052652,2017,7095196.0,1,0
PONT NEUF,1545258,2017,1466310.0,1,0
LES HALLES,16107112,2017,16128080.0,1,0
DANUBE,595883,2017,618124.0,1,0
MAIRIE DE CLICHY,7107063,2017,7089241.0,1,0
OLYMPIADES,7240711,2017,7103304.0,1,0
CRETEIL-UNIVERSITE,3605792,2017,3598231.0,1,0
AUBERVILLIERS-PANTIN-QUATRE CHEMINS,7428167,2017,7381123.0,1,0
DAUMESNIL,5313490,2017,5316753.0,1,0
MAIRIE DE MONTROUGE,6786852,2017,6164559.0,1,0
GABRIEL PERI,5264003,2017,5245603.0,1,0
PLACE DES FETES,3083242,2017,3078947.0,1,0
GARE DU NORD-RER,47465765,2017,47738502.0,0,1
QUATRE-SEPTEMBRE,1981596,2017,1929562.0,1,0
SULLY-MORLAND,1580307,2017,1513782.0,1,0
MALAKOFF-RUE ETIENNE DOLET,1986235,2017,1871202.0,1,0
COURCELLE-SUR-YVETTE,633858,2017,610753.0,0,1
PERE LACHAISE,4837320,2017,4808099.0,1,0
ECOLE MILITAIRE,4285851,2017,4315153.0,1,0
GUY MOQUET,4646625,2017,4587665.0,1,0
RICHARD LENOIR,2006551,2017,1906906.0,1,0
LE PELETIER,2413692,2017,2304258.0,1,0
RANELAGH,2387545,2017,2380218.0,1,0
PORT ROYAL,3514722,2017,3384237.0,0,1
SAINT-REMY-LES-CHEVREUSE,1012303,2017,974338.0,0,1
SCEAUX,706053,2017,706968.0,0,1
PORTE DE LA CHAPELLE,2839635,2017,2853699.0,1,0
CAMBRONNE,3191686,2017,3140382.0,1,0
CORVISART,2816073,2017,2495811.0,1,0
CHEVALERET,3522575,2017,3550425.0,1,0
ANATOLE FRANCE,3765962,2017,3794787.0,1,0
PORTE MAILLOT,8774568,2017,9083545.0,1,0
DENFERT-ROCHEREAU,4536263,2017,4701323.0,1,0
PORTE DE CLICHY,4305225,2017,4145014.0,1,0
SENTIER,3610996,2017,3575805.0,1,0
SEGUR,1576059,2017,1597696.0,1,0
LE GUICHET,956271,2017,923888.0,0,1
MARCEL SEMBAT,5952749,2017,5879264.0,1,0
PYRAMIDES,5281930,2017,5070872.0,1,0
PORTE DE VANVES,4768377,2017,4619691.0,1,0
BRY-SUR-MARNE,2235493,2017,2151853.0,0,1
CHATOU-CROISSY,2329986,2017,2209283.0,0,1
LAPLACE,3718673,2017,3552088.0,0,1
MONTPARNASSE-BIENVENUE,28953720,2017,30359225.0,1,0
OPERA,11022100,2017,10981914.0,1,0
MARCADET-POISSONNIERS,7973129,2017,7963672.0,1,0
MIROMESNIL,6190720,2017,5895561.0,1,0
CENSIER-DAUBENTON,3496111,2017,3519746.0,1,0
MENILMONTANT,4331355,2017,4348973.0,1,0
ALMA-MARCEAU,4247823,2017,4070093.0,1,0
BROCHANT,3417248,2017,3383369.0,1,0
WAGRAM,2530119,2017,2475539.0,1,0
CRETEIL-POINTE DU LAC,2867922,2017,2729376.0,1,0
NANTERRE-VILLE,3873868,2017,3609052.0,0,1
MASSY-VERRIERES,633536,2017,611015.0,0,1
LA MOTTE-PICQUET-GRENELLE,7971520,2017,8000496.0,1,0
SAINT-PHILIPPE-DU-ROULE,2937242,2017,2782782.0,1,0
SAINT-AMBROISE,2891169,2017,2820580.0,1,0
CITE UNIVERSITAIRE,7365818,2017,6911244.0,0,1
TORCY,4236462,2017,4141694.0,0,1
PIGALLE,5786015,2017,5589061.0,1,0
PARMENTIER,3219039,2017,3201707.0,1,0
CHARONNE,4051696,2017,4020524.0,1,0
MALAKOFF-PLATEAU DE VANVES,3659183,2017,3667554.0,1,0
FORT D'AUBERVILLIERS,4039188,2017,3928197.0,1,0
RASPAIL,1743588,2017,1773665.0,1,0
FALGUIERE,889118,2017,884202.0,1,0
EUROPE,1550969,2017,1501598.0,1,0
PONT DE NEUILLY,7061761,2017,6815851.0,1,0
FONTENAY-AUX-ROSES,1114639,2017,1115170.0,0,1
PORTE DE BAGNOLET,4293544,2017,4305206.0,1,0
LES GOBELINS,3532761,2017,3520605.0,1,0
JOURDAIN,3512790,2017,3356879.0,1,0
OBERKAMPF,4402589,2017,4192585.0,1,0
SAINT-DENIS-UNIVERSITE,4858033,2017,4875315.0,1,0
ROBESPIERRE,4661231,2017,4551649.0,1,0
RUE DES BOULETS,2564140,2017,2561884.0,1,0
TUILERIES,2565447,2017,2622025.0,1,0
GARE DU NORD,50860744,2017,50872319.0,1,0
CARREFOUR PLEYEL,2619238,2017,2669794.0,1,0
BOURSE,3439709,2017,3410557.0,1,0
EDGAR QUINET,2321264,2017,2178463.0,1,0
ANVERS,6032609,2017,5890665.0,1,0
AUBER,5923269,2017,5755055.0,0,1
BASILIQUE DE SAINT-DENIS,4839973,2017,4857996.0,1,0
BOISSY-SAINT-LEGER,2597193,2017,2482050.0,0,1
GAITE,3035526,2017,3009210.0,1,0
RUEIL-MALMAISON,6436183,2017,6183873.0,0,1
BEL AIR,2298213,2017,2223888.0,1,0
RENNES,1489805,2017,1218261.0,1,0
CARDINAL LEMOINE,1659755,2017,1642759.0,1,0
NATION,8718463,2017,8792715.0,1,0
REPUBLIQUE,18187603,2017,18340798.0,1,0
LA DEFENSE,15329402,2017,15031139.0,1,0
GARE DE LYON,37302438,2017,36352115.0,1,0
BONNE NOUVELLE,4839769,2017,4786149.0,1,0
GARE DE L'EST,21299902,2017,20373189.0,1,0
GLACIERE,4315500,2017,4966081.0,1,0
PLACE D'ITALIE,11525905,2017,11462253.0,1,0
ALESIA,5072500,2017,5207485.0,1,0
GRANDS BOULEVARDS,7141016,2017,6889717.0,1,0
FONTAINE-MICHALON,737338,2017,708085.0,0,1
INVALIDES,6537098,2017,6290697.0,1,0
JAVEL-ANDRE CITROEN,2822682,2017,2745396.0,1,0
SAINT-MICHEL,7469900,2017,7562865.0,1,0
FAIDHERBE-CHALIGNY,3150625,2017,3134776.0,1,0
CROIX DE CHAVAUX,5221205,2017,5215902.0,1,0
FUNICULAIRE,3340170,2017,2850830.0,1,0
PALAISEAU-VILLEBON,958637,2017,923579.0,0,1
FRONT POPULAIRE,2770958,2017,2672036.0,1,0
CHARENTON-ECOLES,3067681,2017,2979524.0,1,0
PELLEPORT,361581,2017,352513.0,1,0
LIBERTE,2562237,2017,2574219.0,1,0
BOLIVAR,552896,2017,564032.0,1,0
PHILIPPE AUGUSTE,1817987,2017,1812544.0,1,0
TEMPLE,1270319,2017,1270793.0,1,0
LA DEFENSE-RER,30980489,2017,31115228.0,0,1
BOURG-LA-REINE,4469488,2017,4462976.0,0,1
SAINT-PLACIDE,3905148,2017,3281669.0,1,0
CHATEAU D'EAU,3929898,2017,4010100.0,1,0
MAIRIE DE MONTREUIL,7715647,2017,7335865.0,1,0
TOLBIAC,3364093,2017,3363265.0,1,0
LAUMIERE,4445721,2017,4311908.0,1,0
CORENTIN CELTON,3569856,2017,3486870.0,1,0
DUPLEIX,3978871,2017,3905952.0,1,0
BARBES-ROCHECHOUART,11219335,2017,10856026.0,1,0
LES COURTILLES,3968367,2017,4103831.0,1,0
PORTE DE CLIGNANCOURT,8256129,2017,8432306.0,1,0
VINCENNES,7021456,2017,6718268.0,0,1
PORTE DES LILAS,3931994,2017,3803232.0,1,0
MARX DORMOY,3717402,2017,3645866.0,1,0
SAINT-GERMAIN DES PRES,4500669,2017,4195883.0,1,0
SAINT-FRANCOIS-XAVIER,1726254,2017,1725103.0,1,0
BUTTES-CHAUMONT,542357,2017,521634.0,1,0
PORTE DE CHARENTON,2222987,2017,2151353.0,1,0
PORTE D'AUTEUIL,651903,2017,671787.0,1,0
PORTE DAUPHINE,2991166,2017,2879755.0,1,0
LEDRU-ROLLIN,3856297,2017,3895615.0,1,0
BOISSIERE,2141539,2017,2070907.0,1,0
BOUCICAUT,3318843,2017,3172612.0,1,0
LES SABLONS,6098028,2017,5740806.0,1,0
FILLES DU CALVAIRE,1730620,2017,1710231.0,1,0
PONT DE LEVALLOIS-BECON,5133998,2017,5025588.0,1,0
VARENNE,1434206,2017,1429509.0,1,0
MAIRIE DES LILAS,4726057,2017,4656048.0,1,0
LIEGE,1738577,2017,1690807.0,1,0
CRETEIL-PREFECTURE,5113576,2017,5080418.0,1,0
BERAULT,3149273,2017,3094974.0,1,0
HOCHE,5128138,2017,5085421.0,1,0
LA VARENNE-CHENNEVIERES,1927735,2017,1860491.0,0,1
FONTENAY-SOUS-BOIS,2631770,2017,2554932.0,0,1
LOZERE,846036,2017,816797.0,0,1
CHAMPIGNY,3467855,2017,3461601.0,0,1
CONCORDE,6312926,2017,5847907.0,1,0
JOINVILLE-LE-PONT,3859220,2017,3823443.0,0,1
VILLIERS,6095197,2017,6063343.0,1,0
LA CROIX DE BERNY,3178607,2017,3158806.0,0,1
PASTEUR,5030023,2017,4944020.0,1,0
VAL D'EUROPE,4649606,2017,4094800.0,0,1
PEREIRE,4691021,2017,4547754.0,1,0
CHARLES DE GAULLE-ETOILE,8530182,2017,8381433.0,1,0
CHARLES MICHELS,4886832,2017,4923871.0,1,0
REUILLY-DIDEROT,5845034,2017,5765809.0,1,0
LA MUETTE,4016508,2017,3977748.0,1,0
MAIRIE DE SAINT-OUEN,4283641,2017,4143606.0,1,0
BOULOGNE-JEAN JAURES,3809380,2017,3767032.0,1,0
CHATELET-LES HALLES-RER,30156193,2017,26356131.0,0,1
SAINT-DENIS-PORTE DE PARIS,4262669,2017,4179663.0,1,0
CHARDON-LAGACHE,660183,2017,642202.0,1,0
QUAI DE LA RAPEE,1242700,2017,1239904.0,1,0
SAINT-MARCEL,2230692,2017,2260458.0,1,0
SAINT-SULPICE,1830503,2017,2432844.0,1,0
VANEAU,997620,2017,980057.0,1,0
ABBESSES,2188257,2017,2276012.0,1,0
BOBIGNY-PANTIN-RAYMOND QUENEAU,2647208,2017,2579124.0,1,0
SEVRES-LECOURBE,2382490,2017,2341763.0,1,0
MARNE-LA-VALLEE-CHESSY,5851461,2017,5157016.0,0,1
PYRENEES,3134664,2017,3335906.0,1,0
SAINT-MICHEL-NOTRE-DAME,7051095,2017,7355560.0,0,1
IENA,2445767,2017,2430271.0,1,0
GARE D'AUSTERLITZ,9674901,2017,9438016.0,1,0
NANTERRE-UNIVERSITE,4506687,2017,4501642.0,0,1
EXELMANS,2072581,2017,2044451.0,1,0
ORSAY-VILLE,2512143,2017,2431429.0,0,1
CLUNY LA SORBONNE,2306916,2017,2255703.0,1,0
PALAIS-ROYAL,10024410,2017,9621986.0,1,0
JACQUES BONSERGENT,2599072,2017,2569940.0,1,0
MICHEL BIZOT,1994388,2017,2006980.0,1,0
VILLEJUIF-LEO LAGRANGE,2563169,2017,2529256.0,1,0
PORTE D'IVRY,1932132,2017,1929011.0,1,0
COMMERCE,2933922,2017,2885201.0,1,0
CHATEAU ROUGE,2623832,2017,2664077.0,1,0
ROBINSON,2072910,2017,2007606.0,0,1
NATIONALE,2589861,2017,2641580.0,1,0
PORTE DE VERSAILLES,5827374,2017,6080322.0,1,0
LOURMEL,2420654,2017,2423494.0,1,0
PORTE DE PANTIN,5226446,2017,5126473.0,1,0
LOUVRE,2558502,2017,2366043.0,1,0
MAIRIE D'ISSY,4251210,2017,4279661.0,1,0
CORENTIN CARIOU,2866103,2017,2833439.0,1,0
PORTE DE LA VILLETTE,3909021,2017,3661072.0,1,0
LA FOURCHE,2839680,2017,2817908.0,1,0
PERNETY,3240020,2017,3151413.0,1,0
NATION-RER,4212309,2017,4171797.0,0,1
CADET,3322334,2017,3289639.0,1,0
GENTILLY,2146180,2017,2165738.0,0,1
MONTGALLET,1710400,2017,1755560.0,1,0
BAGNEUX,2313791,2017,2198203.0,0,1
PIERRE CURIE,1547803,2017,1523465.0,1,0
ODEON,5771522,2017,5896554.0,1,0
PORTE DE SAINT-CLOUD,5196965,2017,5311324.0,1,0
GONCOURT,3003253,2017,3415341.0,1,0
SAINT-GEORGES,1274798,2017,1233216.0,1,0
SAINT-PAUL,6293063,2017,6158849.0,1,0
CRIMEE,5999504,2017,6175537.0,1,0
SAINT-MANDE-TOURELLE,6234125,2017,6099638.0,1,0
BOBIGNY-PABLO PICASSO,7904705,2017,7737626.0,1,0
STALINGRAD,7226584,2017,7063687.0,1,0
MADELEINE,7089433,2017,6992609.0,1,0
BIR-HAKEIM,8172283,2017,7932555.0,1,0
DUROC,3584770,2017,3509866.0,1,0
QUAI DE LA GARE,3114195,2017,2544008.0,1,0
COURCELLES,2626896,2017,2663534.0,1,0
ARGENTINE,2950929,2017,2975436.0,1,0
LES AGNETTES,2308871,2017,2323166.0,1,0
EGLISE D'AUTEUIL,177017,2017,172812.0,1,0
SAINT-GERMAIN-EN-LAYE,4545802,2017,4454977.0,0,1
BUSSY-SAINT-GEORGES,3155213,2017,2987714.0,0,1
FELIX FAURE,1829591,2017,1814488.0,1,0
BELLEVILLE,11595446,2017,11402348.0,1,0
BERCY,5909077,2017,5544847.0,1,0
VILLEJUIF-LOUIS ARAGON,6931264,2017,6865612.0,1,0
RAMBUTEAU,4047914,2017,4139059.0,1,0
MICHEL-ANGE-AUTEUIL,2162365,2017,2096180.0,1,0
MAISON BLANCHE,1961665,2017,2085927.0,1,0
SAINT-JACQUES,2484204,2017,2187883.0,1,0
RUE DU BAC,2370918,2017,2314720.0,1,0
JASMIN,2076285,2017,2037263.0,1,0
ARCUEIL-CACHAN,3550212,2017,3343757.0,0,1
BOULOGNE-PONT DE SAINT-CLOUD,3189981,2017,3202618.0,1,0
LUXEMBOURG,5805371,2017,5499946.0,0,1
MASSY-PALAISEAU,9145481,2017,8989578.0,0,1
VICTOR HUGO,3877660,2017,3802054.0,1,0
STRASBOURG-SAINT-DENIS,10601066,2017,10145616.0,1,0
EGLISE DE PANTIN,3876643,2017,3769284.0,1,0
GARE DE LYON-RER,39505911,2017,37192652.0,0,1
KLEBER,1239886,2017,1249446.0,1,0
PORTE DE SAINT-OUEN,3736385,2017,3725695.0,1,0
VOLONTAIRES,2294691,2017,2405459.0,1,0
TELEGRAPHE,2381268,2017,2342747.0,1,0
LE VESINET-CENTRE,1301615,2017,1248923.0,0,1
PORTE D'ORLEANS,6702371,2017,6643601.0,1,0
LA CHAPELLE,6841948,2017,6630341.0,1,0
LA COURNEUVE-8 MAI 1945,5870527,2017,6013067.0,1,0
CHATEAU DE VINCENNES,5539169,2017,5581700.0,1,0
CHATILLON-MONTROUGE,7349354,2017,7274236.0,1,0
PORTE DE MONTREUIL,4731789,2017,4647724.0,1,0
NOISY-CHAMPS,5300935,2017,4868790.0,0,1
FRANKLIN D. ROOSEVELT,10699637,2017,10899310.0,1,0
JAURES,6226202,2017,6133119.0,1,0
GARIBALDI,3625630,2017,3346731.0,1,0
CAMPO-FORMIO,1297695,2017,1281234.0,1,0
MIRABEAU,1346258,2017,1366605.0,1,0
NANTERRE-PREFECTURE,23598469,2017,22934672.0,0,1
SAINT-AUGUSTIN,2840829,2017,2872445.0,1,0
DENFERT-ROCHEREAU-RER,5391797,2017,5000661.0,0,1
LOGNES,1634461,2017,1600341.0,0,1
MICHEL-ANGE-MOLITOR,2170808,2017,2093279.0,1,0
LA TOUR-MAUBOURG,2136370,2017,2110789.0,1,0
BREGUET-SABIN,2273253,2017,2139259.0,1,0
BUZENVAL,1994753,2017,1963737.0,1,0
MARAICHERS,2778097,2017,2769540.0,1,0
VILLEJUIF-PAUL VAILLANT-COUTURIER,2334437,2017,2297351.0,1,0
LAMARCK-CAULAINCOURT,2968479,2017,2946177.0,1,0
PLACE MONGE,3001848,2017,2971998.0,1,0
SAINT-MAUR,2783668,2017,2863984.0,1,0
ROME,2882323,2017,2870252.0,1,0
NOISIEL,2782565,2017,2681812.0,0,1
CHAMPS-ELYSEES-CLEMENCEAU,4139250,2017,4300906.0,1,0
PLAISANCE,4952901,2017,4903776.0,1,0
ECOLE VETERINAIRE DE MAISONS-ALFORT,3331245,2017,3367371.0,1,0
CHAUSSEE D'ANTIN-LA FAYETTE,7292728,2017,6945565.0,1,0
PORTE DE VINCENNES,7246340,2017,7058223.0,1,0
PARC DE SCEAUX,576795,2017,585494.0,0,1
CHARLES DE GAULLE-ETOILE,8181646,2018,8530182.0,1,0
GALLIENI,5841623,2018,5863396.0,1,0
HOCHE,5185130,2018,5128138.0,1,0
CHAMPS-ELYSEES-CLEMENCEAU,4113353,2018,4139250.0,1,0
ECOLE MILITAIRE,4638136,2018,4285851.0,1,0
RICHARD LENOIR,2172035,2018,2006551.0,1,0
SAINT-GEORGES,1258381,2018,1274798.0,1,0
CAMPO-FORMIO,1369978,2018,1297695.0,1,0
MIRABEAU,1422224,2018,1346258.0,1,0
ROME,2992054,2018,2882323.0,1,0
GARE DE LYON-RER,38223812,2018,39505911.0,0,1
BOULOGNE-JEAN JAURES,3963135,2018,3809380.0,1,0
GARIBALDI,3692242,2018,3625630.0,1,0
PRE-SAINT-GERVAIS,389255,2018,367131.0,1,0
MOUTON-DUVERNET,1645671,2018,1589981.0,1,0
CHARLES DE GAULLE-ETOILE-RER,9186375,2018,8640591.0,0,1
DENFERT-ROCHEREAU-RER,4733142,2018,5391797.0,0,1
PELLEPORT,371005,2018,361581.0,1,0
PYRAMIDES,5277037,2018,5281930.0,1,0
RAMBUTEAU,4074086,2018,4047914.0,1,0
CORVISART,2819792,2018,2816073.0,1,0
ARGENTINE,2932605,2018,2950929.0,1,0
PORTE D'ORLEANS,6669356,2018,6702371.0,1,0
SAINT-MICHEL,6713126,2018,7469900.0,1,0
LA CHAPELLE,6976673,2018,6841948.0,1,0
ESPLANADE DE LA DEFENSE,10255121,2018,10148031.0,1,0
GABRIEL PERI,5405121,2018,5264003.0,1,0
LA HACQUINIERE,460195,2018,467914.0,0,1
PALAISEAU,1061473,2018,1067028.0,0,1
GARE DE L'EST,21432041,2018,21299902.0,1,0
STALINGRAD,7342659,2018,7226584.0,1,0
OPERA,11175606,2018,11022100.0,1,0
BARBES-ROCHECHOUART,9337425,2018,11219335.0,1,0
PLACE DES FETES,2987172,2018,3083242.0,1,0
COURONNES,3036984,2018,2977750.0,1,0
TOLBIAC,3451768,2018,3364093.0,1,0
MAIRIE D'IVRY,3351677,2018,3145774.0,1,0
NOTRE-DAME-DES-CHAMPS,2146424,2018,2150136.0,1,0
WAGRAM,2565333,2018,2530119.0,1,0
CITE UNIVERSITAIRE,7338836,2018,7365818.0,0,1
NATION-RER,3808672,2018,4212309.0,0,1
GIF-SUR-YVETTE,769431,2018,794488.0,0,1
NANTERRE-VILLE,4083814,2018,3873868.0,0,1
JOURDAIN,3467807,2018,3512790.0,1,0
LAUMIERE,4556699,2018,4445721.0,1,0
ECOLE VETERINAIRE DE MAISONS-ALFORT,3520624,2018,3331245.0,1,0
LES COURTILLES,4233814,2018,3968367.0,1,0
QUAI DE LA RAPEE,1273466,2018,1242700.0,1,0
CHEMIN VERT,1524831,2018,1415141.0,1,0
VAL DE FONTENAY,14052186,2018,14444715.0,0,1
PALAIS-ROYAL,9648312,2018,10024410.0,1,0
TROCADERO,9381362,2018,8879431.0,1,0
FONTENAY-AUX-ROSES,1183158,2018,1114639.0,0,1
CHATOU-CROISSY,2365895,2018,2329986.0,0,1
MENILMONTANT,4359581,2018,4331355.0,1,0
VOLTAIRE,5195333,2018,4963540.0,1,0
CHARONNE,4174673,2018,4051696.0,1,0
BASILIQUE DE SAINT-DENIS,4894705,2018,4839973.0,1,0
ROBESPIERRE,4702422,2018,4661231.0,1,0
VOLONTAIRES,2342480,2018,2294691.0,1,0
BUZENVAL,2071421,2018,1994753.0,1,0
CITE,2237552,2018,2191363.0,1,0
CRETEIL-L'ECHAT,2328225,2018,2397399.0,1,0
JAURES,6261040,2018,6226202.0,1,0
REUILLY-DIDEROT,6037085,2018,5845034.0,1,0
PORTE DE VINCENNES,7164764,2018,7246340.0,1,0
AUBERVILLIERS-PANTIN-QUATRE CHEMINS,7785492,2018,7428167.0,1,0
ALEXANDRE DUMAS,3668682,2018,3676620.0,1,0
PYRENEES,3354023,2018,3134664.0,1,0
LOUISE MICHEL,3807962,2018,3626552.0,1,0
CRETEIL-UNIVERSITE,3558391,2018,3605792.0,1,0
SEVRES-LECOURBE,2431794,2018,2382490.0,1,0
LOUVRE,2617507,2018,2558502.0,1,0
FELIX FAURE,1865477,2018,1829591.0,1,0
AVRON,2038056,2018,1960775.0,1,0
SULLY-MORLAND,1550640,2018,1580307.0,1,0
NOGENT-SUR-MARNE,2784913,2018,2693622.0,0,1
