Rang,Réseau,Station,Trafic,Ville,Année
169,Métro,CENSIER-DAUBENTON,1557698,Paris,2020
268,Métro,SEGUR,804110,Paris,2020
159,Métro,COMMERCE,1616379,Paris,2020
281,Métro,CHEMIN VERT,685924,Paris,2020
60,RER,SCEAUX,358354,sceaux,2020
170,Métro,ALMA-MARCEAU,1547789,Paris,2020
271,Métro,FELIX FAURE,776924,Paris,2020
161,Métro,SENTIER,1601006,Paris,2020
284,Métro,PONT NEUF,605030,Paris,2020
65,RER,COURCELLE-SUR-YVETTE,280118,Gif sur Yvette,2020
184,Métro,QUAI DE LA GARE,1410543,Paris,2020
278,Métro,MIRABEAU,724167,Paris,2020
162,Métro,BOULOGNE-PONT DE SAINT-CLOUD,1588193,Boulogne Billancourt,2020
290,Métro,KLEBER,513955,Paris,2020
189,Métro,VILLEJUIF-PAUL VAILLANT-COUTURIER,1382850,Villejuif,2020
279,Métro,PONT MARIE,721712,Paris,2020
172,Métro,MARX DORMOY,1544166,Paris,2020
294,Métro,ASSEMBLEE NATIONALE,395997,Paris,2020
191,Métro,PYRENEES,1364625,Paris,2020
283,Métro,PORTE DE CHOISY,647656,Paris,2020
177,Métro,LA FOURCHE,1499508,Paris,2020
297,Métro,BOLIVAR,278933,Paris,2020
194,Métro,JAVEL-ANDRE CITROEN,1331833,Paris,2020
288,Métro,VANEAU,524526,Paris,2020
180,Métro,PORTE D'ITALIE,1458709,Paris,2020
298,Métro,DANUBE,266623,Paris,2020
206,Métro,RANELAGH,1234203,Paris,2020
291,Métro,BOTZARIS,511339,Paris,2020
183,Métro,BOURSE,1417882,Paris,2020
300,Métro,BUTTES-CHAUMONT,242027,Paris,2020
211,Métro,JACQUES BONSERGENT,1216884,Paris,2020
292,Métro,RENNES,506779,Paris,2020
196,Métro,CORENTIN CARIOU,1329810,Paris,2020
302,Métro,PELLEPORT,178325,Paris,2020
216,Métro,LE PELETIER,1203233,Paris,2020
299,Métro,PORTE D'AUTEUIL,262784,Paris,2020
218,Métro,SAINT-SULPICE,1196573,Paris,2020
8,RER,NOISY-LE-GRAND-MONT D'EST,4492037,Noisy-le-Grand,2020
217,Métro,DUGOMMIER,1200589,Paris,2020
301,Métro,PRE-SAINT-GERVAIS,226935,Paris,2020
220,Métro,TELEGRAPHE,1194040,Paris,2020
13,RER,NEUILLY-PLAISANCE,3726798,Neuilly-sur-Seine,2020
221,Métro,GUY MOQUET,1191891,Paris,2020
12,RER,CITE UNIVERSITAIRE,3853590,Paris,2020
227,Métro,RICHARD LENOIR,1148587,Paris,2020
15,RER,NOISY-CHAMPS,3393192,Champs-sur-Marne,2020
225,Métro,COURCELLES,1168779,Paris,2020
25,RER,NANTERRE-VILLE,2318006,Nanterre,2020
230,Métro,MICHEL-ANGE-AUTEUIL,1131814,Paris,2020
19,RER,SAINT-MICHEL-NOTRE-DAME,2716148,Paris,2020
229,Métro,MALESHERBES,1133574,Paris,2020
28,RER,MARNE-LA-VALLEE-CHESSY,2192200,Montévrain,2020
231,Métro,LOURMEL,1120497,Paris,2020
23,RER,BOURG-LA-REINE,2409369,Bourg la Reine,2020
232,Métro,VOLONTAIRES,1111705,Paris,2020
44,RER,GENTILLY,1248514,Gentilly,2020
234,Métro,BUZENVAL,1080500,Paris,2020
32,RER,ARCUEIL-CACHAN,1900758,Arcueil,2020
239,Métro,JASMIN,1017366,Paris,2020
48,RER,ROBINSON,1160290,Sceaux,2020
238,Métro,AVRON,1034013,Paris,2020
36,RER,LA CROIX DE BERNY,1799762,Antony,2020
249,Métro,BOISSIERE,925034,Paris,2020
51,RER,LOGNES,944270,Lognes,2020
246,Métro,MAISON BLANCHE,955254,Paris,2020
42,RER,ORSAY-VILLE,1383444,Orsay,2020
253,Métro,MAUBERT-MUTUALITE,913919,Paris,2020
61,RER,BURES-SUR-YVETTE,333714,Bures sur Yvette,2020
256,Métro,MONCEAU,902347,Paris,2020
50,RER,LES BACONNETS,1098252,Antony,2020
259,Métro,RASPAIL,867633,Paris,2020
257,Métro,SAINT-JACQUES,900155,Paris,2020
52,RER,LE VESINET-CENTRE,760964,Le Vésinet,2020
262,Métro,CLUNY LA SORBONNE,842980,Paris,2020
258,Métro,MOUTON-DUVERNET,870679,Paris,2020
53,RER,FONTENAY-AUX-ROSES,665966,Fontenay aux roses,2020
263,Métro,MABILLON,839743,Paris,2020
270,Métro,PIERRE CURIE,780043,Ivry,2020
54,RER,PALAISEAU,518346,Palaiseau,2020
277,Métro,TEMPLE,731355,Paris,2020
275,Métro,CITE,741182,Paris,2020
58,RER,LE GUICHET,389736,Orsay,2020
282,Métro,CAMPO-FORMIO,664119,Paris,2020
276,Métro,LIEGE,740144,Paris,2020
63,RER,MASSY-VERRIERES,296614,Massy,2020
286,Métro,VARENNE,559530,Paris,2020
280,Métro,CARDINAL LEMOINE,710141,Paris,2020
293,Métro,FALGUIERE,479988,Paris,2020
287,Métro,QUAI DE LA RAPEE,525558,Paris,2020
304,Métro,EGLISE D'AUTEUIL,95182,Paris,2020
289,Métro,SAINT-GEORGES,523670,Paris,2020
305,Métro,CLICHY SAINT-OUEN,75809,Saint-ouen,2020
296,Métro,CHARDON-LAGACHE,331901,Paris,2020
1,RER,GARE DU NORD-RER,25134283,Paris,2020
303,Métro,PONT CARDINET,112229,Paris,2020
2,RER,GARE DE LYON-RER,21749596,Paris,2020
3,RER,CHATELET-LES HALLES-RER,18301464,Paris,2020
5,RER,NANTERRE-PREFECTURE,13379344,Nanterre,2020
4,RER,LA DEFENSE-RER,16349130,Puteaux,2020
9,RER,VINCENNES,4480985,Vincennes,2020
6,RER,VAL DE FONTENAY,7985198,Fontenay-sous-Bois,2020
16,RER,LUXEMBOURG,2916819,Paris,2020
7,RER,MASSY-PALAISEAU,5163200,Massy,2020
17,RER,VAL D'EUROPE,2816459,Serris,2020
18,RER,ANTONY,2790880,Antony,2020
21,RER,NATION-RER,2636667,Paris,2020
26,RER,JOINVILLE-LE-PONT,2314407,Joinville-le-Pont,2020
31,RER,LAPLACE,1943309,Arcueil,2020
30,RER,NANTERRE-UNIVERSITE,2024836,Nanterre,2020
33,RER,BUSSY-SAINT-GEORGES,1897477,Bussy-Saint-Georges,2020
34,RER,NOISIEL,1868878,Noisiel,2020
37,RER,BOISSY-SAINT-LEGER,1791386,Boissy-Saint-Léger,2020
35,RER,PORT ROYAL,1824145,Paris,2020
41,RER,BRY-SUR-MARNE,1458444,Bry-sur-Marne,2020
38,RER,NOGENT-SUR-MARNE,1703324,Nogent-sur-Marne,2020
43,RER,BAGNEUX,1323158,Cachan,2020
39,RER,FONTENAY-SOUS-BOIS,1586673,Fontenay-sous-Bois,2020
55,RER,SAINT-REMY-LES-CHEVREUSE,446253,St-Rémy-Lès-Chevreuse,2020
46,RER,CHATOU-CROISSY,1230132,Chatou,2020
59,RER,LOZERE,371808,Palaiseau,2020
49,RER,LE VESINET-LE PECQ,1156100,Le Vésinet,2020
66,RER,LA HACQUINIERE,213256,Bures sur Yvette,2020
57,RER,FONTAINE-MICHALON,425164,Antony,2020
62,RER,GIF-SUR-YVETTE,324780,Gif sur Yvette,2020
64,RER,PARC DE SCEAUX,286202,Antony,2020
6,Métro,BIBLIOTHEQUE,11104474,Paris,2021
10,Métro,CHATELET,8350794,Paris,2021
15,Métro,BOBIGNY-PABLO PICASSO,6561327,Bobigny,2021
17,Métro,GARE D'AUSTERLITZ,6318543,Paris,2021
21,Métro,HAVRE-CAUMARTIN,5894982,Paris,2021
23,Métro,AUBERVILLIERS-PANTIN-QUATRE CHEMINS,5616435,Aubervilliers,2021
28,Métro,TROCADERO,5284134,Paris,2021
31,Métro,OLYMPIADES,5214595,Paris,2021
36,Métro,STALINGRAD,4924583,Paris,2021
37,Métro,LA COURNEUVE-8 MAI 1945,4924444,La Courneuve,2021
41,Métro,PONT DE NEUILLY,4809503,Neuilly Sur Seine,2021
42,Métro,GAMBETTA,4796724,Paris,2021
43,Métro,ESPLANADE DE LA DEFENSE,4708183,Puteaux,2021
46,Métro,SAINT-PAUL,4295823,Paris,2021
47,Métro,CHARLES DE GAULLE-ETOILE,4291663,Paris,2021
3,Métro,GARE DE LYON,28640475,Paris,2021
57,Métro,LES SABLONS,3954920,Neuilly Sur Seine,2021
12,Métro,BELLEVILLE,7314438,Paris,2021
64,Métro,GABRIEL PERI,3790573,Asnières,2021
32,Métro,OPERA,5193831,Paris,2021
65,Métro,SAINT-MICHEL,3747385,Paris,2021
58,Métro,SAINT-MANDE-TOURELLE,3944640,Saint Mandé,2021
68,Métro,CROIX DE CHAVAUX,3729545,Montreuil,2021
59,Métro,HOCHE,3928404,Pantin,2021
69,Métro,MIROMESNIL,3647255,Paris,2021
61,Métro,BERCY,3884212,Paris,2021
4,Métro,MONTPARNASSE-BIENVENUE,20407224,Paris,2021
75,Métro,CRIMEE,3543952,Paris,2021
70,Métro,DAUMESNIL,3634023,Paris,2021
8,Métro,LES HALLES,10623876,Paris,2021
79,Métro,INVALIDES,3482080,Paris,2021
74,Métro,SAINT-DENIS-UNIVERSITE,3569990,Saint Denis,2021
14,Métro,PLACE D'ITALIE,7119097,Paris,2021
81,Métro,PERE LACHAISE,3465307,Paris,2021
95,Métro,BALARD,3236801,Paris,2021
16,Métro,STRASBOURG-SAINT-DENIS,6345770,Paris,2021
82,Métro,VOLTAIRE,3454006,Paris,2021
97,Métro,PEREIRE,3130190,Paris,2021
22,Métro,CHATEAU ROUGE,5841122,Paris,2021
91,Métro,SAINT-DENIS-PORTE DE PARIS,3355836,Saint Denis,2021
102,Métro,CHARLES MICHELS,3079569,Paris,2021
24,Métro,PORTE DE CLIGNANCOURT,5611814,Paris,2021
93,Métro,PORTE DE VERSAILLES,3268157,Paris,2021
104,Métro,COLONEL FABIEN,3043606,Paris,2021
25,Métro,PORTE DE VINCENNES,5446602,Paris,2021
109,Métro,ROBESPIERRE,2986308,Montreuil,2021
107,Métro,GLACIERE,3005750,Paris,2021
27,Métro,MADELEINE,5330928,Paris,2021
130,Métro,DUROC,2645064,Paris,2021
108,Métro,RICHELIEU-DROUOT,2994510,Paris,2021
29,Métro,PORTE DE CLICHY,5278497,Paris,2021
136,Métro,VAUGIRARD,2482886,Paris,2021
118,Métro,MENILMONTANT,2847264,Paris,2021
33,Métro,PLACE CLICHY,5161932,Paris,2021
138,Métro,RUE DE LA POMPE,2449458,Paris,2021
122,Métro,LES COURTILLES,2802689,Asnières sur Seine,2021
34,Métro,LA MOTTE-PICQUET-GRENELLE,5117708,Paris,2021
139,Métro,MARX DORMOY,2425928,Paris,2021
125,Métro,PORTE DE SAINT-OUEN,2710638,Paris,2021
38,Métro,LA CHAPELLE,4855531,Paris,2021
142,Métro,SAINT-GERMAIN DES PRES,2378860,Paris,2021
146,Métro,PLACE DES FETES,2318764,Paris,2021
45,Métro,MAIRIE DE MONTROUGE,4316647,Montrouge,2021
144,Métro,BOBIGNY-PANTIN-RAYMOND QUENEAU,2335465,Pantin,2021
151,Métro,PYRENEES,2288587,Paris,2021
48,Métro,CHAUSSEE D'ANTIN-LA FAYETTE,4251916,Paris,2021
152,Métro,BOUCICAUT,2288055,Paris,2021
159,Métro,GONCOURT,2199170,Paris,2021
49,Métro,PORTE D'ORLEANS,4175817,Paris,2021
166,Métro,COURONNES,2151515,Paris,2021
160,Métro,FAIDHERBE-CHALIGNY,2190416,Paris,2021
51,Métro,PORTE MAILLOT,4138301,Paris,2021
168,Métro,CRETEIL-POINTE DU LAC,2114438,Créteil,2021
163,Métro,BLANCHE,2167570,Paris,2021
52,Métro,JAURES,4055461,Paris,2021
177,Métro,PORTE DAUPHINE,2021656,Paris,2021
164,Métro,CHARENTON-ECOLES,2164023,Charenton,2021
60,Métro,GALLIENI,3899195,Bagnolet,2021
178,Métro,SAINT-MAUR,2004445,Paris,2021
165,Métro,SAINT-AMBROISE,2158466,Paris,2021
71,Métro,CHATEAU DE VINCENNES,3617738,Vincennes,2021
183,Métro,FRONT POPULAIRE,1948542,Saint Denis / Aubervilliers,2021
1,Métro,GARE DU NORD,34503097,Paris,2021
167,Métro,RAMBUTEAU,2127291,Paris,2021
73,Métro,REAUMUR-SEBASTOPOL,3579544,Paris,2021
193,Métro,PORTE DE LA CHAPELLE,1866281,Paris,2021
2,Métro,SAINT-LAZARE,33128384,Paris,2021
176,Métro,DUPLEIX,2028963,Paris,2021
83,Métro,PONT DE SEVRES,3430203,Boulogne Billancourt,2021
196,Métro,PLACE MONGE,1837996,Paris,2021
5,Métro,GARE DE L'EST,15538471,Paris,2021
192,Métro,LOUVRE,1869612,Paris,2021
7,Métro,REPUBLIQUE,11079708,Paris,2021
87,Métro,PORTE DE VANVES,3395358,Paris,2021
197,Métro,RUE DES BOULETS,1832442,Paris,2021
11,Métro,BASTILLE,8069243,Paris,2021
195,Métro,CADET,1843984,Paris,2021
9,Métro,LA DEFENSE,9256802,Puteaux,2021
88,Métro,SEVRES-BABYLONE,3392504,Paris,2021
201,Métro,JACQUES BONSERGENT,1743989,Paris,2021
18,Métro,FRANKLIN D. ROOSEVELT,6173830,Paris,2021
202,Métro,QUAI DE LA GARE,1735465,Paris,2021
13,Métro,HOTEL DE VILLE,7251729,Paris,2021
89,Métro,PORTE DE PANTIN,3374733,Paris,2021
203,Métro,VOLONTAIRES,1734848,Paris,2021
19,Métro,MAIRIE DE MONTREUIL,6158487,Montreuil,2021
206,Métro,ETIENNE MARCEL,1705639,Paris,2021
30,Métro,VILLEJUIF-LOUIS ARAGON,5218070,Villejuif,2021
103,Métro,PORTE DE MONTREUIL,3067413,Paris,2021
205,Métro,BOURSE,1725043,Paris,2021
20,Métro,NATION,6050797,Paris,2021
208,Métro,MAISONS-ALFORT-STADE,1702479,Maisons -Alfort,2021
40,Métro,PALAIS-ROYAL,4822599,Paris,2021
106,Métro,LA MUETTE,3010370,Paris,2021
209,Métro,CORENTIN CARIOU,1697076,Paris,2021
26,Métro,BARBES-ROCHECHOUART,5390939,Paris,2021
214,Métro,CRETEIL-L'ECHAT,1660120,Créteil,2021
54,Métro,BASILIQUE DE SAINT-DENIS,3991395,Saint Denis,2021
110,Métro,COUR SAINT-EMILION,2985122,Paris,2021
210,Métro,LOURMEL,1696432,Paris,2021
35,Métro,CHATILLON-MONTROUGE,5034012,Chatillon,2021
215,Métro,IENA,1646925,Paris,2021
76,Métro,PLAISANCE,3521753,Paris,2021
114,Métro,JUSSIEU,2889642,Paris,2021
211,Métro,ROME,1696331,Paris,2021
39,Métro,MAIRIE DE SAINT-OUEN,4830810,Saint Ouen,2021
218,Métro,CAMBRONNE,1636566,Paris,2021
80,Métro,ODEON,3478491,Paris,2021
115,Métro,MAIRIE D'ISSY,2874138,Issy Les Moulineaux,2021
212,Métro,LE PELETIER,1677832,Paris,2021
44,Métro,REUILLY-DIDEROT,4580091,Paris,2021
219,Métro,EXELMANS,1607223,Paris,2021
86,Métro,CONCORDE,3401219,Paris,2021
119,Métro,EGLISE DE PANTIN,2832467,Pantin,2021
216,Métro,GAITE,1644148,Paris,2021
50,Métro,PONT CARDINET,4168538,Paris,2021
220,Métro,BEL AIR,1605573,Paris,2021
92,Métro,CRETEIL-PREFECTURE,3330602,Créteil,2021
120,Métro,BONNE NOUVELLE,2806227,Paris,2021
217,Métro,TELEGRAPHE,1636898,Paris,2021
53,Métro,MAIRIE DE CLICHY,4043071,Clichy,2021
226,Métro,CORVISART,1570331,Paris,2021
94,Métro,LAUMIERE,3258568,Paris,2021
124,Métro,CHEVALERET,2748696,Paris,2021
225,Métro,SAINT-SULPICE,1571987,Paris,2021
55,Métro,MARCADET-POISSONNIERS,3982005,Paris,2021
240,Métro,BUZENVAL,1448855,Paris,2021
96,Métro,OBERKAMPF,3205110,Paris,2021
127,Métro,CHARONNE,2705320,Paris,2021
227,Métro,LOUIS BLANC,1548029,Paris,2021
56,Métro,PYRAMIDES,3962698,Paris,2021
242,Métro,RUE DU BAC,1423364,Paris,2021
99,Métro,FORT D'AUBERVILLIERS,3103518,Aubervilliers,2021
132,Métro,ALMA-MARCEAU,2564842,Paris,2021
229,Métro,BROCHANT,1543298,Paris,2021
62,Métro,MARCEL SEMBAT,3874792,Boulogne Billancourt,2021
252,Métro,MAISONS-ALFORT-LES JUILLIOTTES,1297495,Maisons -Alfort,2021
100,Métro,ALESIA,3098136,Paris,2021
135,Métro,CRETEIL-UNIVERSITE,2496595,Créteil,2021
235,Métro,WAGRAM,1508617,Paris,2021
63,Métro,GEORGE V,3842260,Paris,2021
254,Métro,MAUBERT-MUTUALITE,1280387,Paris,2021
101,Métro,PORTE DE BAGNOLET,3085790,Paris,2021
148,Métro,POISSONNIERE,2306725,Paris,2021
244,Métro,JASMIN,1418238,Paris,2021
66,Métro,GRANDS BOULEVARDS,3737316,Paris,2021
256,Métro,PHILIPPE AUGUSTE,1262653,Paris,2021
105,Métro,PASTEUR,3026286,Paris,2021
153,Métro,TOLBIAC,2287918,Paris,2021
255,Métro,SOLFERINO,1269143,Paris,2021
67,Métro,CONVENTION,3734750,Paris,2021
258,Métro,SEVRES-LECOURBE,1257040,Paris,2021
113,Métro,MAIRIE DES LILAS,2894622,Les Lilas,2021
154,Métro,ECOLE VETERINAIRE DE MAISONS-ALFORT,2269487,Maisons -Alfort,2021
261,Métro,SAINT-FRANCOIS-XAVIER,1213378,Paris,2021
72,Métro,VILLIERS,3586376,Paris,2021
268,Métro,MONCEAU,1148677,Paris,2021
116,Métro,OURCQ,2862337,Paris,2021
156,Métro,SENTIER,2222744,Paris,2021
265,Métro,QUATRE-SEPTEMBRE,1165004,Paris,2021
77,Métro,PIGALLE,3501831,Paris,2021
273,Métro,CARDINAL LEMOINE,1121854,Paris,2021
121,Métro,ECOLE MILITAIRE,2805976,Paris,2021
157,Métro,COMMERCE,2212666,Paris,2021
269,Métro,LIEGE,1143956,Paris,2021
78,Métro,PORTE DE SAINT-CLOUD,3485946,Paris,2021
288,Métro,RENNES,861334,Paris,2021
123,Métro,VICTOR HUGO,2801041,Paris,2021
162,Métro,PERNETY,2173567,Paris,2021
274,Métro,MONTGALLET,1108395,Paris,2021
84,Métro,CLICHY SAINT-OUEN,3420852,Saint-ouen,2021
292,Métro,VANEAU,725826,Paris,2021
126,Métro,PORTE DE LA VILLETTE,2706288,Paris,2021
182,Métro,VILLEJUIF-LEO LAGRANGE,1952627,Villejuif,2021
281,Métro,AVENUE EMILE ZOLA,1041233,Paris,2021
85,Métro,ANVERS,3420749,Paris,2021
293,Métro,KLEBER,724215,Paris,2021
128,Métro,BOULOGNE-JEAN JAURES,2700354,Boulogne Billancourt,2021
184,Métro,SAINT-PHILIPPE-DU-ROULE,1935004,Paris,2021
285,Métro,MIRABEAU,1001302,Paris,2021
90,Métro,BIR-HAKEIM,3362908,Paris,2021
294,Métro,BOTZARIS,669323,Paris,2021
131,Métro,LEDRU-ROLLIN,2570283,Paris,2021
188,Métro,NOTRE-DAME-DE-LORETTE,1893828,Paris,2021
295,Métro,FALGUIERE,650291,Paris,2021
98,Métro,PORTE DES LILAS,3105016,Paris,2021
301,Métro,BOLIVAR,367598,Paris,2021
137,Métro,ALEXANDRE DUMAS,2476608,Paris,2021
204,Métro,DUGOMMIER,1725412,Paris,2021
297,Métro,CHARDON-LAGACHE,482053,Paris,2021
111,Métro,PONT DE LEVALLOIS-BECON,2984777,Levallois-Perret,2021
305,Métro,EGLISE D'AUTEUIL,124941,Paris,2021
141,Métro,SAINT-PLACIDE,2391205,Paris,2021
213,Métro,SAINT-MARCEL,1666744,Paris,2021
6,RER,VAL DE FONTENAY,10096433,Fontenay-sous-Bois,2021
112,Métro,LE KREMLIN-BICETRE,2925325,Kremlin-Bicêtre,2021
14,RER,NOISY-CHAMPS,4424587,Champs-sur-Marne,2021
145,Métro,LOUISE MICHEL,2319185,Levallois-Perret,2021
221,Métro,PORTE DE CHOISY,1592144,Paris,2021
9,RER,VINCENNES,5523693,Vincennes,2021
117,Métro,JULES JOFFRIN,2854819,Paris,2021
16,RER,RUEIL-MALMAISON,4247217,Rueil-Malmaison,2021
150,Métro,CENSIER-DAUBENTON,2291843,Paris,2021
223,Métro,RIQUET,1588438,Paris,2021
19,RER,VAL D'EUROPE,3576573,Serris,2021
129,Métro,CHATEAU D'EAU,2687103,Paris,2021
27,RER,NANTERRE-VILLE,2993230,Nanterre,2021
155,Métro,MALAKOFF-PLATEAU DE VANVES,2242320,Malakoff,2021
228,Métro,RICHARD LENOIR,1544636,Paris,2021
21,RER,SAINT-GERMAIN-EN-LAYE,3337962,Saint-Germain-en-Laye,2021
133,Métro,DENFERT-ROCHEREAU,2543959,Paris,2021
36,RER,PORT ROYAL,2327686,Paris,2021
158,Métro,GUY MOQUET,2205313,Paris,2021
230,Métro,CARREFOUR PLEYEL,1535528,Saint Denis,2021
28,RER,CHAMPIGNY,2833616,Saint-Maur des Fossés,2021
134,Métro,CORENTIN CELTON,2504682,Issy Les Moulineaux,2021
38,RER,BOISSY-SAINT-LEGER,2197101,Boissy-Saint-Léger,2021
161,Métro,BOULOGNE-PONT DE SAINT-CLOUD,2182738,Boulogne Billancourt,2021
231,Métro,PORTE DE CHARENTON,1529778,Paris,2021
32,RER,LAPLACE,2414948,Arcueil,2021
140,Métro,ARTS ET METIERS,2403042,Paris,2021
52,RER,LE VESINET-CENTRE,974465,Le Vésinet,2021
172,Métro,ARGENTINE,2079212,Paris,2021
248,Métro,EDGAR QUINET,1349178,Paris,2021
37,RER,NOISIEL,2273213,Noisiel,2021
143,Métro,LES GOBELINS,2365942,Paris,2021
53,RER,FONTENAY-AUX-ROSES,888408,Fontenay aux roses,2021
173,Métro,SIMPLON,2056501,Paris,2021
249,Métro,AVRON,1345521,Paris,2021
41,RER,BRY-SUR-MARNE,1925748,Bry-sur-Marne,2021
147,Métro,ANATOLE FRANCE,2311825,Levallois-Perret,2021
56,RER,PALAISEAU-VILLEBON,591438,Palaiseau,2021
185,Métro,SAINT-AUGUSTIN,1934106,Paris,2021
253,Métro,PORTE D'IVRY,1282199,Paris,2021
42,RER,ORSAY-VILLE,1776712,Orsay,2021
149,Métro,TERNES,2292256,Paris,2021
63,RER,COURCELLE-SUR-YVETTE,394292,Gif sur Yvette,2021
186,Métro,PORTE DOREE,1918182,Paris,2021
264,Métro,PONT NEUF,1188930,Paris,2021
48,RER,LA VARENNE-CHENNEVIERES,1552324,saint-Maur des Fossés,2021
169,Métro,BERAULT,2106827,Vincennes,2021
187,Métro,CHAMPS-ELYSEES-CLEMENCEAU,1909005,Paris,2021
271,Métro,MOUTON-DUVERNET,1131403,Paris,2021
49,RER,GENTILLY,1521999,Gentilly,2021
170,Métro,PORTE DE CHAMPERRET,2101673,Paris,2021
189,Métro,LES AGNETTES,1890356,Asnières sur Seine,2021
276,Métro,PONT MARIE,1101482,Paris,2021
50,RER,LE VESINET-LE PECQ,1436318,Le Vésinet,2021
171,Métro,PASSY,2080548,Paris,2021
194,Métro,TUILERIES,1859552,Paris,2021
277,Métro,PIERRE CURIE,1100552,Ivry,2021
62,RER,GIF-SUR-YVETTE,442255,Gif sur Yvette,2021
174,Métro,MAIRIE D'IVRY,2042071,Ivry,2021
198,Métro,LA FOURCHE,1829271,Paris,2021
279,Métro,FILLES DU CALVAIRE,1093673,Paris,2021
64,RER,MASSY-VERRIERES,394292,Massy,2021
175,Métro,PARMENTIER,2037234,Paris,2021
233,Métro,ABBESSES,1513884,Paris,2021
282,Métro,CHEMIN VERT,1018958,Paris,2021
179,Métro,MARAICHERS,1994064,Paris,2021
241,Métro,MALESHERBES,1427143,Paris,2021
286,Métro,PICPUS,931602,Paris,2021
180,Métro,BILLANCOURT,1967532,Boulogne Billancourt,2021
257,Métro,CLUNY LA SORBONNE,1261818,Paris,2021
287,Métro,TEMPLE,891858,Paris,2021
181,Métro,GARIBALDI,1965002,Saint Ouen,2021
259,Métro,RASPAIL,1238357,Paris,2021
289,Métro,QUAI DE LA RAPEE,798728,Paris,2021
190,Métro,JOURDAIN,1881321,Paris,2021
260,Métro,BOISSIERE,1224181,Paris,2021
299,Métro,DANUBE,400157,Paris,2021
191,Métro,LAMARCK-CAULAINCOURT,1875717,Paris,2021
263,Métro,MABILLON,1195051,Paris,2021
303,Métro,PRE-SAINT-GERVAIS,282626,Paris,2021
199,Métro,RANELAGH,1779206,Paris,2021
267,Métro,SAINT-SEBASTIEN-FROISSART,1151192,Paris,2021
1,RER,GARE DU NORD-RER,32102825,Paris,2021
200,Métro,VILLEJUIF-PAUL VAILLANT-COUTURIER,1764879,Villejuif,2021
278,Métro,SEGUR,1100151,Paris,2021
2,RER,GARE DE LYON-RER,27505309,Paris,2021
207,Métro,LIBERTE,1704609,Charenton,2021
280,Métro,TRINITE-D'ESTIENNE D'ORVES,1051982,Paris,2021
13,RER,NEUILLY-PLAISANCE,4680493,Neuilly-sur-Seine,2021
222,Métro,JAVEL-ANDRE CITROEN,1589561,Paris,2021
284,Métro,CITE,1004657,Paris,2021
25,RER,JOINVILLE-LE-PONT,3034093,Joinville-le-Pont,2021
224,Métro,COURCELLES,1583429,Paris,2021
290,Métro,VARENNE,782697,Paris,2021
33,RER,NOGENT-SUR-MARNE,2358276,Nogent-sur-Marne,2021
232,Métro,FUNICULAIRE,1528671,Paris,2021
291,Métro,SAINT-GEORGES,751555,Paris,2021
43,RER,BAGNEUX,1742783,Cachan,2021
234,Métro,MICHEL-ANGE-AUTEUIL,1512050,Paris,2021
296,Métro,ASSEMBLEE NATIONALE,611512,Paris,2021
44,RER,LE PARC DE SAINT-MAUR,1617366,Saint-Maur des Fossés,2021
236,Métro,PORTE D'ITALIE,1507152,Paris,2021
302,Métro,BUTTES-CHAUMONT,358301,Paris,2021
54,RER,PALAISEAU,694838,Palaiseau,2021
237,Métro,BREGUET-SABIN,1490160,Paris,2021
304,Métro,PELLEPORT,229524,Paris,2021
60,RER,FONTAINE-MICHALON,473408,Antony,2021
238,Métro,NOTRE-DAME-DES-CHAMPS,1487256,Paris,2021
3,RER,CHATELET-LES HALLES-RER,24100383,Paris,2021
239,Métro,MALAKOFF-RUE ETIENNE DOLET,1450451,Malakoff,2021
4,RER,LA DEFENSE-RER,17570475,Puteaux,2021
243,Métro,MICHEL-ANGE-MOLITOR,1420552,Paris,2021
7,RER,MASSY-PALAISEAU,6819340,Massy,2021
245,Métro,SAINT-JACQUES,1407837,Paris,2021
10,RER,NOISY-LE-GRAND-MONT D'EST,5477236,Noisy-le-Grand,2021
246,Métro,MICHEL BIZOT,1403416,Paris,2021
11,RER,CITE UNIVERSITAIRE,5144113,Paris,2021
247,Métro,LA TOUR-MAUBOURG,1361723,Paris,2021
20,RER,NATION-RER,3492188,Paris,2021
250,Métro,VAVIN,1322588,Paris,2021
22,RER,BOURG-LA-REINE,3134620,Bourg la Reine,2021
251,Métro,NATIONALE,1320290,Paris,2021
24,RER,NANTERRE-UNIVERSITE,3069010,Nanterre,2021
262,Métro,MAISON BLANCHE,1203631,Paris,2021
31,RER,MARNE-LA-VALLEE-CHESSY,2525654,Montévrain,2021
266,Métro,FELIX FAURE,1161978,Paris,2021
34,RER,LA CROIX DE BERNY,2357629,Antony,2021
270,Métro,CHATEAU-LANDON,1140353,Paris,2021
45,RER,LES BACONNETS,1597521,Antony,2021
272,Métro,SULLY-MORLAND,1124169,Paris,2021
46,RER,ROBINSON,1591739,Sceaux,2021
275,Métro,EUROPE,1106459,Paris,2021
47,RER,CHATOU-CROISSY,1578758,Chatou,2021
283,Métro,CAMPO-FORMIO,1016150,Paris,2021
51,RER,LOGNES,1169619,Lognes,2021
298,Métro,SAINT-FARGEAU,472258,Paris,2021
55,RER,SAINT-REMY-LES-CHEVREUSE,628974,St-Rémy-Lès-Chevreuse,2021
300,Métro,PORTE D'AUTEUIL,375748,Paris,2021
