Rang,Réseau,Station,Trafic,Ville,Année
132,Métro,FORT D'AUBERVILLIERS,3766935,Aubervilliers,2015
291,Métro,ASSEMBLEE NATIONALE,1126803,Paris,2015
215,Métro,RIQUET,2423268,Paris,2015
32,Métro,CHAUSSEE D'ANTIN-LA FAYETTE,7395270,Paris,2015
49,RER,LA VARENNE-CHENNEVIERES,1843351,saint-Maur des Fossés,2015
236,Métro,CITE,2180696,Paris,2015
38,Métro,OLYMPIADES,6993593,Paris,2015
40,Métro,GRANDS BOULEVARDS,6921912,Paris,2015
245,Métro,BOISSIERE,2069921,Paris,2015
63,Métro,MIROMESNIL,5884392,Paris,2015
52,Métro,MARCADET-POISSONNIERS,6434442,Paris,2015
300,Métro,BUTTES-CHAUMONT,448126,Paris,2015
72,Métro,DAUMESNIL,5379401,Paris,2015
55,Métro,CONCORDE,6336283,Paris,2015
53,RER,FONTENAY-AUX-ROSES,1090737,Fontenay aux roses,2015
110,Métro,LE KREMLIN-BICETRE,4344822,Kremlin-Bicêtre,2015
83,Métro,PYRAMIDES,5054993,Paris,2015
301,Métro,PELLEPORT,363122,Paris,2015
115,Métro,ALMA-MARCEAU,4204705,Paris,2015
153,Métro,CORENTIN CELTON,3447746,Issy Les Moulineaux,2015
6,RER,VAL DE FONTENAY,12299505,Fontenay-sous-Bois,2015
214,Métro,CLUNY LA SORBONNE,2435070,Paris,2015
158,Métro,TOLBIAC,3371035,Paris,2015
14,Métro,PLACE D'ITALIE,11631649,Paris,2015
25,RER,TORCY,3852727,Torcy,2015
275,Métro,PONT NEUF,1626784,Paris,2015
33,Métro,BOBIGNY-PABLO PICASSO,7251717,Bobigny,2015
61,RER,BURES-SUR-YVETTE,685712,Bures sur Yvette,2015
278,Métro,VARENNE,1499399,Paris,2015
98,Métro,MAIRIE DES LILAS,4647162,Les Lilas,2015
126,Métro,CHATEAU D'EAU,3893262,Paris,2015
11,Métro,CHATELET,13391819,Paris,2015
181,Métro,LAMARCK-CAULAINCOURT,2993657,Paris,2015
143,Métro,EGLISE DE PANTIN,3597030,Pantin,2015
67,Métro,REUILLY-DIDEROT,5778841,Paris,2015
192,Métro,ROME,2863071,Paris,2015
160,Métro,QUAI DE LA GARE,3366477,Paris,2015
38,RER,FONTENAY-SOUS-BOIS,2448717,Fontenay-sous-Bois,2015
198,Métro,PORTE DOREE,2770338,Paris,2015
196,Métro,LA FOURCHE,2786656,Paris,2015
145,Métro,CENSIER-DAUBENTON,3575817,Paris,2015
60,RER,SCEAUX,711545,sceaux,2015
211,Métro,WAGRAM,2547291,Paris,2015
169,Métro,FAIDHERBE-CHALIGNY,3130250,Paris,2015
41,Métro,CHATEAU ROUGE,6799970,Paris,2015
177,Métro,PORTE DE LA CHAPELLE,3049825,Paris,2015
157,Métro,BOURSE,3371639,Paris,2015
182,Métro,BILLANCOURT,2992265,Boulogne Billancourt,2015
232,Métro,LE PELETIER,2258174,Paris,2015
184,Métro,COURONNES,2979584,Paris,2015
256,Métro,QUATRE-SEPTEMBRE,1880560,Paris,2015
216,Métro,ABBESSES,2417881,Paris,2015
277,Métro,EUROPE,1557149,Paris,2015
230,Métro,SEVRES-LECOURBE,2299402,Paris,2015
282,Métro,PIERRE CURIE,1457937,Ivry,2015
33,RER,ARCUEIL-CACHAN,3068459,Arcueil,2015
5,RER,NANTERRE-PREFECTURE,21984721,Nanterre,2015
45,Métro,MAIRIE DE MONTREUIL,6642631,Montreuil,2015
25,Métro,CHARLES DE GAULLE-ETOILE,8910878,Paris,2015
146,Métro,POISSONNIERE,3570452,Paris,2015
144,Métro,LOUISE MICHEL,3583779,Levallois-Perret,2015
147,Métro,LES GOBELINS,3562482,Paris,2015
267,Métro,MOUTON-DUVERNET,1755408,Paris,2015
152,Métro,GONCOURT,3464374,Paris,2015
295,Métro,SAINT-FARGEAU,775725,Paris,2015
168,Métro,PERNETY,3189684,Paris,2015
303,Métro,EGLISE D'AUTEUIL,174893,Paris,2015
174,Métro,GAITE,3080750,Paris,2015
3,RER,LA DEFENSE-RER,28908710,Puteaux,2015
148,Métro,PORTE DE CHAMPERRET,3535763,Paris,2015
36,RER,NOGENT-SUR-MARNE,2695342,Nogent-sur-Marne,2015
28,Métro,BIR-HAKEIM,8366692,Paris,2015
226,Métro,RANELAGH,2346828,Paris,2015
61,Métro,ODEON,5926500,Paris,2015
188,Métro,CARREFOUR PLEYEL,2933248,Saint Denis,2015
136,Métro,SAINT-DENIS-PORTE DE PARIS,3729178,Saint Denis,2015
183,Métro,CAMBRONNE,2986628,Paris,2015
219,Métro,DUGOMMIER,2405462,Paris,2015
229,Métro,LES AGNETTES,2325129,Asnières sur Seine,2015
113,Métro,MAIRIE D'ISSY,4254618,Issy Les Moulineaux,2015
293,Métro,VANEAU,960528,Paris,2015
26,RER,VAL D'EUROPE,3775234,Serris,2015
114,Métro,RAMBUTEAU,4227507,Paris,2015
12,RER,VINCENNES,6526978,Vincennes,2015
44,RER,CHATOU-CROISSY,2064380,Chatou,2015
213,Métro,SAINT-SULPICE,2441934,Paris,2015
59,Métro,SAINT-MANDE-TOURELLE,6006377,Saint Mandé,2015
29,RER,NANTERRE-VILLE,3447880,Nanterre,2015
249,Métro,MAISON BLANCHE,2028338,Paris,2015
74,Métro,PORTE DE SAINT-CLOUD,5244402,Paris,2015
9,Métro,LA DEFENSE,15044588,Puteaux,2015
255,Métro,BUZENVAL,1906757,Paris,2015
78,Métro,CROIX DE CHAVAUX,5116243,Montreuil,2015
64,RER,COURCELLE-SUR-YVETTE,585787,Gif sur Yvette,2015
47,RER,LE VESINET-LE PECQ,2017145,Le Vésinet,2015
88,Métro,HOCHE,4896236,Pantin,2015
70,Métro,CONVENTION,5475951,Paris,2015
120,Métro,LES COURTILLES,4033364,Asnières sur Seine,2015
159,Métro,PYRENEES,3370640,Paris,2015
117,Métro,BLANCHE,4090091,Paris,2015
124,Métro,MAIRIE DE SAINT-OUEN,3905486,Saint Ouen,2015
242,Métro,MICHEL-ANGE-AUTEUIL,2107124,Paris,2015
121,Métro,CHARONNE,3979528,Paris,2015
12,Métro,HOTEL DE VILLE,12201851,Paris,2015
250,Métro,PORTE DE CHARENTON,2025127,Paris,2015
149,Métro,CRETEIL-UNIVERSITE,3530174,Créteil,2015
13,Métro,OPERA,11717705,Paris,2015
265,Métro,RASPAIL,1777217,Paris,2015
167,Métro,BOUCICAUT,3190091,Paris,2015
54,Métro,SAINT-PAUL,6421101,Paris,2015
16,RER,LUXEMBOURG,5670876,Paris,2015
223,Métro,TELEGRAPHE,2360717,Paris,2015
89,Métro,PLAISANCE,4874104,Paris,2015
24,RER,SAINT-GERMAIN-EN-LAYE,4164347,Saint-Germain-en-Laye,2015
297,Métro,CHARDON-LAGACHE,640997,Paris,2015
103,Métro,PORTE DE VANVES,4527498,Paris,2015
28,RER,SAINT-MAUR-CRETEIL,3516120,Saint-Maur des Fossés,2015
50,Métro,INVALIDES,6583254,Paris,2015
104,Métro,BALARD,4454198,Paris,2015
62,RER,FONTAINE-MICHALON,670654,Antony,2015
56,Métro,VILLIERS,6178884,Paris,2015
200,Métro,COURCELLES,2719939,Paris,2015
57,Métro,GEORGE V,6127964,Paris,2015
79,Métro,VOLTAIRE,5113473,Paris,2015
130,Métro,VICTOR HUGO,3804427,Paris,2015
133,Métro,BOULOGNE-JEAN JAURES,3757980,Boulogne Billancourt,2015
217,Métro,BOBIGNY-PANTIN-RAYMOND QUENEAU,2412852,Pantin,2015
44,Métro,VILLEJUIF-LOUIS ARAGON,6661476,Villejuif,2015
48,Métro,CRIMEE,6613387,Paris,2015
58,Métro,GALLIENI,6075015,Bagnolet,2015
93,Métro,BONNE NOUVELLE,4799450,Paris,2015
109,Métro,MENILMONTANT,4359246,Paris,2015
156,Métro,CADET,3408172,Paris,2015
287,Métro,RENNES,1241237,Paris,2015
42,RER,SUCY-BONNEUIL,2149877,Sucy-en-Brie,2015
119,Métro,PORTE DE CLICHY,4039039,Paris,2015
125,Métro,OURCQ,3903423,Paris,2015
187,Métro,SIMPLON,2957190,Paris,2015
191,Métro,PORTE DAUPHINE,2866342,Paris,2015
262,Métro,MAISONS-ALFORT-STADE,1807992,Maisons -Alfort,2015
9,RER,SAINT-MICHEL-NOTRE-DAME,7806419,Paris,2015
27,RER,JOINVILLE-LE-PONT,3665186,Joinville-le-Pont,2015
195,Métro,SAINT-AMBROISE,2791395,Paris,2015
266,Métro,MONTGALLET,1767323,Paris,2015
273,Métro,CARDINAL LEMOINE,1657283,Paris,2015
286,Métro,CAMPO-FORMIO,1256651,Paris,2015
55,RER,SAINT-REMY-LES-CHEVREUSE,934900,St-Rémy-Lès-Chevreuse,2015
139,Métro,MALAKOFF-PLATEAU DE VANVES,3693265,Malakoff,2015
228,Métro,CRETEIL-L'ECHAT,2334535,Créteil,2015
234,Métro,TRINITE-D'ESTIENNE D'ORVES,2236406,Paris,2015
6,Métro,REPUBLIQUE,18530849,Paris,2015
43,Métro,PORTE D'ORLEANS,6736894,Paris,2015
60,Métro,PORTE DE VERSAILLES,5938320,Paris,2015
85,Métro,PONT DE LEVALLOIS-BECON,4969844,Levallois-Perret,2015
170,Métro,PLACE DES FETES,3130045,Paris,2015
176,Métro,PORTE DE CHOISY,3073748,Paris,2015
190,Métro,COMMERCE,2890759,Paris,2015
202,Métro,TUILERIES,2607243,Paris,2015
221,Métro,IENA,2374498,Paris,2015
227,Métro,SOLFERINO,2342976,Paris,2015
23,RER,BOURG-LA-REINE,4189127,Bourg la Reine,2015
39,RER,BOISSY-SAINT-LEGER,2349546,Boissy-Saint-Léger,2015
52,RER,LE VESINET-CENTRE,1210783,Le Vésinet,2015
66,RER,LA HACQUINIERE,434450,Bures sur Yvette,2015
3,Métro,GARE DE LYON,36352115,Paris,2016
16,Métro,FRANKLIN D. ROOSEVELT,10899310,Paris,2016
33,Métro,AUBERVILLIERS-PANTIN-QUATRE CHEMINS,7381123,Aubervilliers,2016
49,Métro,INVALIDES,6290697,Paris,2016
78,Métro,SEVRES-BABYLONE,5178469,Paris,2016
72,Métro,REAUMUR-SEBASTOPOL,5317006,Paris,2016
86,Métro,BALARD,4994071,Paris,2016
108,Métro,LE KREMLIN-BICETRE,4307422,Kremlin-Bicêtre,2016
122,Métro,CHATEAU D'EAU,4010100,Paris,2016
131,Métro,PORTE DES LILAS,3803232,Paris,2016
142,Métro,TERNES,3616052,Paris,2016
178,Métro,CHARENTON-ECOLES,2979524,Charenton,2016
214,Métro,WAGRAM,2475539,Paris,2016
217,Métro,LOURMEL,2423494,Paris,2016
272,Métro,MONCEAU,1608558,Paris,2016
282,Métro,MIRABEAU,1366605,Paris,2016
302,Métro,PELLEPORT,352513,Paris,2016
46,Métro,PONT DE NEUILLY,6815851,Neuilly Sur Seine,2016
83,Métro,PYRAMIDES,5070872,Paris,2016
128,Métro,LEDRU-ROLLIN,3895615,Paris,2016
197,Métro,JAVEL-ANDRE CITROEN,2745396,Paris,2016
246,Métro,MICHEL-ANGE-AUTEUIL,2096180,Paris,2016
250,Métro,BOISSIERE,2070907,Paris,2016
257,Métro,AVRON,1925980,Paris,2016
259,Métro,MALAKOFF-RUE ETIENNE DOLET,1871202,Malakoff,2016
296,Métro,PORTE D'AUTEUIL,671787,Paris,2016
303,Métro,EGLISE D'AUTEUIL,172812,Paris,2016
27,RER,JOINVILLE-LE-PONT,3823443,Joinville-le-Pont,2016
39,RER,BOISSY-SAINT-LEGER,2482050,Boissy-Saint-Léger,2016
42,Métro,MADELEINE,6992609,Paris,2016
53,RER,FONTENAY-AUX-ROSES,1115170,Fontenay aux roses,2016
53,Métro,JAURES,6133119,Paris,2016
8,Métro,LES HALLES,16128080,Paris,2016
57,Métro,LA COURNEUVE-8 MAI 1945,6013067,La Courneuve,2016
14,Métro,BELLEVILLE,11402348,Paris,2016
115,Métro,SAINT-DENIS-PORTE DE PARIS,4179663,Saint Denis,2016
68,Métro,PIGALLE,5589061,Paris,2016
139,Métro,PORTE DE LA VILLETTE,3661072,Paris,2016
85,Métro,PONT DE LEVALLOIS-BECON,5025588,Levallois-Perret,2016
175,Métro,PLACE DES FETES,3078947,Paris,2016
24,Métro,NATION,8792715,Paris,2016
89,Métro,PASTEUR,4944020,Paris,2016
186,Métro,ROME,2870252,Paris,2016
58,Métro,ODEON,5896554,Paris,2016
87,Métro,PONT DE SEVRES,4980193,Boulogne Billancourt,2016
193,Métro,NOTRE-DAME-DE-LORETTE,2794182,Paris,2016
80,Métro,PORTE DE PANTIN,5126473,Paris,2016
102,Métro,ROBESPIERRE,4551649,Montreuil,2016
231,Métro,VAVIN,2279221,Paris,2016
130,Métro,BLANCHE,3829404,Paris,2016
118,Métro,RAMBUTEAU,4139059,Paris,2016
243,Métro,BREGUET-SABIN,2139259,Paris,2016
121,Métro,CHARONNE,4020524,Paris,2016
154,Métro,BOURSE,3410557,Paris,2016
252,Métro,JASMIN,2037263,Paris,2016
134,Métro,EGLISE DE PANTIN,3769284,Pantin,2016
169,Métro,ETIENNE MARCEL,3131944,Paris,2016
258,Métro,RICHARD LENOIR,1906906,Paris,2016
145,Métro,SENTIER,3575805,Paris,2016
195,Métro,MARAICHERS,2769540,Paris,2016
262,Métro,PHILIPPE AUGUSTE,1812544,Paris,2016
166,Métro,PERNETY,3151413,Paris,2016
235,Métro,CLUNY LA SORBONNE,2255703,Paris,2016
273,Métro,SEGUR,1597696,Paris,2016
172,Métro,BERAULT,3094974,Vincennes,2016
220,Métro,RIQUET,2391609,Paris,2016
275,Métro,PIERRE CURIE,1523465,Ivry,2016
299,Métro,BOLIVAR,564032,Paris,2016
228,Métro,RUE DU BAC,2314720,Paris,2016
292,Métro,BOTZARIS,958552,Paris,2016
45,RER,BRY-SUR-MARNE,2151853,Bry-sur-Marne,2016
256,Métro,PORTE D'IVRY,1929011,Paris,2016
2,RER,GARE DE LYON-RER,37192652,Paris,2016
7,Métro,BIBLIOTHEQUE,17491541,Paris,2016
264,Métro,MONTGALLET,1755560,Paris,2016
33,RER,ARCUEIL-CACHAN,3343757,Arcueil,2016
25,Métro,PORTE DE CLIGNANCOURT,8432306,Paris,2016
293,Métro,FALGUIERE,884202,Paris,2016
15,Métro,OPERA,10981914,Paris,2016
202,Métro,CHATEAU ROUGE,2664077,Paris,2016
16,RER,LUXEMBOURG,5499946,Paris,2016
45,Métro,VILLEJUIF-LOUIS ARAGON,6865612,Villejuif,2016
148,Métro,LES GOBELINS,3520605,Paris,2016
52,RER,LE VESINET-CENTRE,1248923,Le Vésinet,2016
55,Métro,PORTE DE VERSAILLES,6080322,Paris,2016
160,Métro,PYRENEES,3335906,Paris,2016
20,Métro,PALAIS-ROYAL,9621986,Paris,2016
119,Métro,LES COURTILLES,4103831,Asnières sur Seine,2016
189,Métro,FUNICULAIRE,2850830,Paris,2016
63,Métro,MARCEL SEMBAT,5879264,Boulogne Billancourt,2016
140,Métro,VAUGIRARD,3648085,Paris,2016
176,Métro,SIMPLON,3021317,Paris,2016
73,Métro,DAUMESNIL,5316753,Paris,2016
187,Métro,SAINT-MAUR,2863984,Paris,2016
191,Métro,SAINT-AMBROISE,2820580,Paris,2016
82,Métro,CRETEIL-PREFECTURE,5080418,Créteil,2016
194,Métro,SAINT-PHILIPPE-DU-ROULE,2782782,Paris,2016
203,Métro,COURCELLES,2663534,Paris,2016
101,Métro,GUY MOQUET,4587665,Paris,2016
270,Métro,CHATEAU-LANDON,1679432,Paris,2016
209,Métro,JACQUES BONSERGENT,2569940,Paris,2016
133,Métro,ANATOLE FRANCE,3794787,Levallois-Perret,2016
294,Métro,SAINT-FARGEAU,742869,Paris,2016
238,Métro,BEL AIR,2223888,Paris,2016
147,Métro,POISSONNIERE,3528982,Paris,2016
21,Métro,GARE D'AUSTERLITZ,9438016,Paris,2016
279,Métro,PONT NEUF,1466310,Paris,2016
183,Métro,COMMERCE,2885201,Paris,2016
38,Métro,GAMBETTA,7095196,Paris,2016
277,Métro,EUROPE,1501598,Paris,2016
210,Métro,RUE DES BOULETS,2561884,Paris,2016
39,Métro,MAIRIE DE CLICHY,7089241,Clichy,2016
298,Métro,DANUBE,618124,Paris,2016
241,Métro,EDGAR QUINET,2178463,Paris,2016
54,Métro,SAINT-MANDE-TOURELLE,6099638,Saint Mandé,2016
13,RER,ANTONY,6407808,Antony,2016
244,Métro,LA TOUR-MAUBOURG,2110789,Paris,2016
81,Métro,HOCHE,5085421,Pantin,2016
15,RER,AUBER,5755055,Paris,2016
1,RER,GARE DU NORD-RER,47738502,Paris,2016
90,Métro,CHARLES MICHELS,4923871,Paris,2016
14,RER,RUEIL-MALMAISON,6183873,Rueil-Malmaison,2016
23,RER,SAINT-GERMAIN-EN-LAYE,4454977,Saint-Germain-en-Laye,2016
116,Métro,PORTE DE CLICHY,4145014,Paris,2016
2,Métro,SAINT-LAZARE,45879586,Paris,2016
26,RER,VAL D'EUROPE,4094800,Serris,2016
123,Métro,OURCQ,3985487,Paris,2016
4,Métro,MONTPARNASSE-BIENVENUE,30359225,Paris,2016
44,RER,GENTILLY,2165738,Gentilly,2016
135,Métro,BOULOGNE-JEAN JAURES,3767032,Boulogne Billancourt,2016
18,Métro,ESPLANADE DE LA DEFENSE,10317385,Puteaux,2016
61,RER,FONTAINE-MICHALON,708085,Antony,2016
158,Métro,JOURDAIN,3356879,Paris,2016
34,Métro,HAVRE-CAUMARTIN,7356084,Paris,2016
37,Métro,OLYMPIADES,7103304,Paris,2016
177,Métro,GAITE,3009210,Paris,2016
31,Métro,BOBIGNY-PABLO PICASSO,7737626,Bobigny,2016
47,Métro,PORTE D'ORLEANS,6643601,Paris,2016
182,Métro,LAMARCK-CAULAINCOURT,2946177,Paris,2016
61,Métro,ANVERS,5890665,Paris,2016
59,Métro,MIROMESNIL,5895561,Paris,2016
206,Métro,TUILERIES,2622025,Paris,2016
52,Métro,SAINT-PAUL,6158849,Paris,2016
149,Métro,CENSIER-DAUBENTON,3519746,Paris,2016
240,Métro,SAINT-JACQUES,2187883,Paris,2016
66,Métro,REUILLY-DIDEROT,5765809,Paris,2016
170,Métro,BILLANCOURT,3105469,Boulogne Billancourt,2016
265,Métro,MABILLON,1738843,Paris,2016
105,Métro,JULES JOFFRIN,4344027,Paris,2016
234,Métro,MAUBERT-MUTUALITE,2260212,Paris,2016
10,RER,SAINT-MICHEL-NOTRE-DAME,7355560,Paris,2016
111,Métro,JUSSIEU,4282997,Paris,2016
224,Métro,TELEGRAPHE,2342747,Paris,2016
47,RER,LE VESINET-LE PECQ,2122393,Le Vésinet,2016
126,Métro,DUPLEIX,3905952,Paris,2016
226,Métro,LES AGNETTES,2323166,Asnières sur Seine,2016
5,Métro,GARE DE L'EST,20373189,Paris,2016
125,Métro,FORT D'AUBERVILLIERS,3928197,Aubervilliers,2016
245,Métro,CITE,2109969,Paris,2016
28,Métro,LA MOTTE-PICQUET-GRENELLE,8000496,Paris,2016
211,Métro,QUAI DE LA GARE,2544008,Paris,2016
254,Métro,BUZENVAL,1963737,Paris,2016
36,Métro,CHATILLON-MONTROUGE,7274236,Chatillon,2016
190,Métro,CORENTIN CARIOU,2833439,Paris,2016
287,Métro,KLEBER,1249446,Paris,2016
71,Métro,CONVENTION,5533112,Paris,2016
174,Métro,RUE DE LA POMPE,3082105,Paris,2016
46,RER,LE PARC DE SAINT-MAUR,2125885,Saint-Maur des Fossés,2016
113,Métro,SAINT-GERMAIN DES PRES,4195883,Paris,2016
232,Métro,ABBESSES,2276012,Paris,2016
138,Métro,MALAKOFF-PLATEAU DE VANVES,3667554,Malakoff,2016
301,Métro,PRE-SAINT-GERVAIS,360890,Paris,2016
141,Métro,MARX DORMOY,3645866,Paris,2016
31,RER,CHAMPIGNY,3461601,Saint-Maur des Fossés,2016
204,Métro,NATIONALE,2641580,Paris,2016
41,RER,SUCY-BONNEUIL,2298313,Sucy-en-Brie,2016
271,Métro,CARDINAL LEMOINE,1642759,Paris,2016
1,Métro,GARE DU NORD,50872319,Paris,2016
289,Métro,SAINT-GEORGES,1233216,Paris,2016
104,Métro,MENILMONTANT,4348973,Paris,2016
3,RER,LA DEFENSE-RER,31115228,Puteaux,2016
120,Métro,ALMA-MARCEAU,4070093,Paris,2016
20,RER,NOISY-CHAMPS,4868790,Champs-sur-Marne,2016
150,Métro,PORTE DE CHAMPERRET,3512664,Paris,2016
25,RER,TORCY,4141694,Torcy,2016
163,Métro,BOULOGNE-PONT DE SAINT-CLOUD,3202618,Boulogne Billancourt,2016
36,RER,NOGENT-SUR-MARNE,2704755,Nogent-sur-Marne,2016
201,Métro,CARREFOUR PLEYEL,2669794,Saint Denis,2016
41,Métro,PORTE DE VINCENNES,7058223,Paris,2016
215,Métro,SAINT-SULPICE,2432844,Paris,2016
64,Métro,COUR SAINT-EMILION,5859214,Paris,2016
255,Métro,QUATRE-SEPTEMBRE,1929562,Paris,2016
76,Métro,CROIX DE CHAVAUX,5215902,Montreuil,2016
261,Métro,FELIX FAURE,1814488,Paris,2016
91,Métro,PLAISANCE,4903776,Paris,2016
267,Métro,FILLES DU CALVAIRE,1710231,Paris,2016
188,Métro,PORTE DE LA CHAPELLE,2853699,Paris,2016
295,Métro,ASSEMBLEE NATIONALE,739282,Paris,2016
208,Métro,LIBERTE,2574219,Charenton,2016
6,RER,VAL DE FONTENAY,12969924,Fontenay-sous-Bois,2016
207,Métro,BOBIGNY-PANTIN-RAYMOND QUENEAU,2579124,Pantin,2016
38,RER,FONTENAY-SOUS-BOIS,2554932,Fontenay-sous-Bois,2016
236,Métro,SOLFERINO,2243672,Paris,2016
13,Métro,PLACE D'ITALIE,11462253,Paris,2016
49,RER,LA VARENNE-CHENNEVIERES,1860491,saint-Maur des Fossés,2016
247,Métro,MICHEL-ANGE-MOLITOR,2093279,Paris,2016
40,Métro,STALINGRAD,7063687,Paris,2016
22,Métro,PORTE MAILLOT,9083545,Paris,2016
291,Métro,VANEAU,980057,Paris,2016
75,Métro,GABRIEL PERI,5245603,Asnières,2016
77,Métro,ALESIA,5207485,Paris,2016
62,RER,SCEAUX,706968,sceaux,2016
109,Métro,PORTE DE BAGNOLET,4305206,Paris,2016
127,Métro,ARTS ET METIERS,3899198,Paris,2016
151,Métro,DUROC,3509866,Paris,2016
129,Métro,PASSY,3835814,Paris,2016
159,Métro,GARIBALDI,3346731,Saint Ouen,2016
153,Métro,GONCOURT,3415341,Paris,2016
179,Métro,ARGENTINE,2975436,Paris,2016
152,Métro,CORENTIN CELTON,3486870,Issy Les Moulineaux,2016
198,Métro,CRETEIL-POINTE DU LAC,2729376,Créteil,2016
155,Métro,BROCHANT,3383369,Paris,2016
227,Métro,PORTE D'ITALIE,2316136,Paris,2016
192,Métro,LA FOURCHE,2817908,Paris,2016
297,Métro,CHARDON-LAGACHE,642202,Paris,2016
218,Métro,LOUIS BLANC,2419456,Paris,2016
7,RER,MASSY-PALAISEAU,8989578,Massy,2016
274,Métro,PONT MARIE,1558885,Paris,2016
8,RER,CHARLES DE GAULLE-ETOILE-RER,8404924,Paris,2016
283,Métro,PICPUS,1313242,Paris,2016
65,RER,PARC DE SCEAUX,585494,Antony,2016
12,RER,VINCENNES,6718268,Vincennes,2016
51,Métro,MAIRIE DE MONTROUGE,6164559,Montrouge,2016
51,RER,LOGNES,1600341,Lognes,2016
110,Métro,CHAMPS-ELYSEES-CLEMENCEAU,4300906,Paris,2016
56,RER,LE GUICHET,923888,Orsay,2016
157,Métro,TOLBIAC,3363265,Paris,2016
185,Métro,SAINT-AUGUSTIN,2872445,Paris,2016
200,Métro,FRONT POPULAIRE,2672036,Saint Denis / Aubervilliers,2016
219,Métro,VOLONTAIRES,2405459,Paris,2016
199,Métro,DUGOMMIER,2694704,Paris,2016
216,Métro,IENA,2430271,Paris,2016
213,Métro,CORVISART,2495811,Paris,2016
268,Métro,LIEGE,1690807,Paris,2016
19,RER,DENFERT-ROCHEREAU-RER,5000661,Paris,2016
48,RER,ROBINSON,2007606,Sceaux,2016
9,Métro,LA DEFENSE,15031139,Puteaux,2016
19,Métro,STRASBOURG-SAINT-DENIS,10145616,Paris,2016
17,Métro,BARBES-ROCHECHOUART,10856026,Paris,2016
106,Métro,ECOLE MILITAIRE,4315153,Paris,2016
117,Métro,MAIRIE DE SAINT-OUEN,4143606,Saint Ouen,2016
180,Métro,PLACE MONGE,2971998,Paris,2016
167,Métro,CAMBRONNE,3140382,Paris,2016
237,Métro,TRINITE-D'ESTIENNE D'ORVES,2226802,Paris,2016
251,Métro,EXELMANS,2044451,Paris,2016
253,Métro,MICHEL BIZOT,2006980,Paris,2016
24,RER,NATION-RER,4171797,Paris,2016
11,Métro,BASTILLE,13225099,Paris,2016
12,Métro,HOTEL DE VILLE,11764439,Paris,2016
35,Métro,MAIRIE DE MONTREUIL,7335865,Montreuil,2016
48,Métro,LA CHAPELLE,6630341,Paris,2016
56,Métro,VILLIERS,6063343,Paris,2016
112,Métro,MAIRIE D'ISSY,4279661,Issy Les Moulineaux,2016
137,Métro,ALEXANDRE DUMAS,3685441,Paris,2016
156,Métro,ECOLE VETERINAIRE DE MAISONS-ALFORT,3367371,Maisons -Alfort,2016
181,Métro,COURONNES,2965420,Paris,2016
205,Métro,MALESHERBES,2626600,Paris,2016
164,Métro,PARMENTIER,3201707,Paris,2016
225,Métro,SEVRES-LECOURBE,2341763,Paris,2016
278,Métro,AVENUE EMILE ZOLA,1466777,Paris,2016
288,Métro,QUAI DE LA RAPEE,1239904,Paris,2016
32,RER,PORT ROYAL,3384237,Paris,2016
37,RER,NOISIEL,2681812,Noisiel,2016
40,RER,ORSAY-VILLE,2431429,Orsay,2016
43,RER,BAGNEUX,2198203,Cachan,2016
42,RER,CHATOU-CROISSY,2209283,Chatou,2016
58,RER,LOZERE,816797,Palaiseau,2016
60,RER,BURES-SUR-YVETTE,714901,Bures sur Yvette,2016
30,Métro,BIR-HAKEIM,7932555,Paris,2016
70,Métro,BERCY,5544847,Paris,2016
92,Métro,SAINT-DENIS-UNIVERSITE,4875315,Saint Denis,2016
94,Métro,PERE LACHAISE,4808099,Paris,2016
100,Métro,PORTE DE VANVES,4619691,Paris,2016
136,Métro,PORTE DE SAINT-OUEN,3725695,Paris,2016
144,Métro,LOUISE MICHEL,3577070,Levallois-Perret,2016
143,Métro,CRETEIL-UNIVERSITE,3598231,Créteil,2016
173,Métro,PORTE DE CHOISY,3094950,Paris,2016
184,Métro,PORTE DAUPHINE,2879755,Paris,2016
284,Métro,MOUTON-DUVERNET,1300317,Paris,2016
280,Métro,CHEMIN VERT,1445627,Paris,2016
290,Métro,RENNES,1218261,Paris,2016
17,RER,NEUILLY-PLAISANCE,5390454,Neuilly-sur-Seine,2016
54,RER,PALAISEAU,1028405,Palaiseau,2016
64,RER,COURCELLE-SUR-YVETTE,610753,Gif sur Yvette,2016
6,Métro,REPUBLIQUE,18340798,Paris,2016
27,Métro,TROCADERO,8351649,Paris,2016
44,Métro,GRANDS BOULEVARDS,6889717,Paris,2016
84,Métro,VOLTAIRE,5036297,Paris,2016
79,Métro,RICHELIEU-DROUOT,5157761,Paris,2016
124,Métro,LA MUETTE,3977748,Paris,2016
168,Métro,FAIDHERBE-CHALIGNY,3134776,Paris,2016
221,Métro,CRETEIL-L'ECHAT,2388835,Créteil,2016
239,Métro,MAISONS-ALFORT-LES JUILLIOTTES,2196535,Maisons -Alfort,2016
260,Métro,MAISONS-ALFORT-STADE,1831297,Maisons -Alfort,2016
281,Métro,VARENNE,1429509,Paris,2016
22,RER,BOURG-LA-REINE,4462976,Bourg la Reine,2016
30,RER,LAPLACE,3552088,Arcueil,2016
23,Métro,PLACE CLICHY,9024733,Paris,2016
26,Métro,CHARLES DE GAULLE-ETOILE,8381433,Paris,2016
60,Métro,GEORGE V,5891713,Paris,2016
